group;aneuploidy_score;heterogeneity_score;CIN_status
tumor_71;0,0354929705338463;0,262315542882379;CIN_low
tumor_81;0,0549069033739002;0,380251154976355;CIN_high
tumor_80;0,0472757529577290;0,336023502981077;CIN_high
tumor_79;0,0427448429024698;0,333638715518954;CIN_high
tumor_59;0,0488399363966530;0,397321671451111;CIN_high
tumor_78;0,0473247826615238;0,327983956911201;CIN_high
tumor_88;0,0345218214350803;0,249015354778770;CIN_low
tumor_89;0,0438131198842154;0,302629977939504;CIN_low
