group;aneuploidy_score;heterogeneity_score
non_tumor;0,0181802890672033;0,223227128253915
tumor_71;0,0354929705338463;0,262315542882379
tumor_81;0,0549069033739002;0,380251154976355
tumor_80;0,0472757529577290;0,336023502981077
tumor_79;0,0427448429024698;0,333638715518954
tumor_59;0,0488399363966530;0,397321671451111
tumor_78;0,0473247826615238;0,327983956911201
tumor_88;0,0345218214350803;0,249015354778770
tumor_89;0,0438131198842154;0,302629977939504
