group;aneuploidy_score;heterogeneity_score;CIN_status
tumor_PT089;0,0231050133194669;0,303027665780890;CIN_low
tumor_PT039;0,0552342625024831;0,639458879934468;CIN_high
tumor_PT081;0,0267409917401976;0,292928495184269;CIN_low
tumor_PT084;0,0340050854702746;0,433359924659301;CIN_high
tumor_PT126;0,0304076192565099;0,353430147988869;CIN_high
